page_id,Price Info?,Sold Unit,# Rotation,WF,$ / g Fiber,total_fiber_g,$ / lb,g Fiber / 100 Calories,Vol (fl oz),vol,Weight (oz),Price Ledger,$ / oz,fat_monounsat_g,Plant,Nutritional Sanity,serving unit,Amount Needed,weight_unit,Remove,fat_sat_g,density,Clear,fat_unsat_g,Quantity Unit,cholesterol_mg,Vol (gallon),Section,Cal. Difference,$ / g Protein,Add,$ / cup,serving_size_g,g Protein / 100 Calories,Vol (tsp),Complete,$ / g Carbs,serving_size_mL,density_unit,Weight (g),-1,Recipes Used In,ID,weight,price,# Recipes,% Difference,density_mass,Nuke,Chosen Label,total_carbs_g,$ / g,vol_unit,total_fat_g,$ / tsp,total_sugar_g,serving size,density_vol,total_servings,density (g/mL),Magnitude,Vegan,🧮 Ingredient Amounts,Cuisines,Label Log,total_protein_g,$ / 100 Calories,Paleo,Label,$ / tbsp,Avg. Weight / Unit (g),Last edited by,# Cuisines,Supplier,Amount Unit,Vegetarian,Gluten Free,Vol (tbsp),Vol (mL),$ / qty,Recipes,Step Value,qty,Weight (lbs),calories,sodium_mg,serving_size_qty,Sold Unit Override,Keto,$ / g Fat,+1,Last edited time,fat_polyunsat_g,Vol (cups),Ingredient
1780e167-2c82-805b-bc9b-d0dd73cc023b,,wheel,,ISIGN NORMANDIE BRIE,,0.0,,,,,,,,2.0,,,oz,0,g,,5.0,,,3.0,,2.0,,Deli,,,,,,,,,,,,,,,,350.0,10.99,,,,,,0.0,,,8.0,,0.0,1.0,,,,,N,,,,5.0,,N,,,,,,Whole Foods,,Y,Y,,,,,,1.0,,9.0,1.0,,,N,,,,0.0,,Brie Cheese
15f0e167-2c82-80e9-b8ce-c91c2c048b63,,pack,,,,0.0,,,,,,,,0.0,,,unit,0,,,0.0,,,0.0,,0.0,,Household,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,0.0,1.0,,,,,N,,,,0.0,,N,,,,,,Target,,N,N,,,,,1.0,,,0.0,0.0,,,N,,,,0.0,,AA Batteries
1570e167-2c82-806f-bc86-dae80ad22315,,bottle,,OS RZ DEO AQUA TP,,0.0,,,,,,,,0.0,,,unit,0,,,0.0,,,0.0,,0.0,,Bathroom,,,,,,,,,,,,,,,,,18.99,,,,,,0.0,,,0.0,,0.0,1.0,,,,,Y,,,,0.0,,N,,,,,,CVS,,Y,Y,,,,,,2.0,,0.0,0.0,,,Y,,,,0.0,,Old Spice Deodorant
1570e167-2c82-806a-b576-d66af40edd31,,bottle,,LSTRN CL MNT MW,,0.0,,,,,,,,0.0,,,ml,0,,,0.0,,,0.0,,0.0,,Bathroom,,,,,,,,,,,,,,,,,9.69,,,,,,0.0,,,0.0,,0.0,20.0,,,,,Y,,,,0.0,,Y,,,,,,CVS,,Y,Y,,,,,1.0,1.0,,0.0,1.0,,,Y,,,,0.0,,Listerine Mouthwash
1530e167-2c82-800e-93ec-dd1074ce7c18,,bottle,,,,0.0,,,,,,,,0.0,,,tbsp,0,,,0.0,,,0.0,,0.0,,Pantry,,,,,,,,,,,,,,,,,,,,,,,6.0,,,0.0,,2.0,1.0,,,,,N,,,,0.0,,N,,,,,,Whole Foods,,Y,N,,,,,,,,2.0,2.0,,,N,,,,0.0,,Mirin
1530e167-2c82-8062-b381-e1d2396dbbc2,,fillet,,,,0.0,,,,,,,,5.0,,,oz,0,,,4.0,,,9.0,,8.0,,Deli,,,,,,,,,,,,,,,,,,,,,,,0.0,,,1.0,,0.0,4.0,,,,,N,,,,2.0,,Y,,,,,,Whole Foods,,N,Y,,,,,,,,2.0,8.0,,,Y,,,,2.0,,Black Cod
1530e167-2c82-80ef-bef5-e6f6b8d6d03f,,fillet,,BUTTERFLTED RAINBOW TROUT,,0.0,,,,,,,,3.0,,,oz,0,lbs,,0.0,,,3.0,,5.0,,Deli,,,,,,,,,,,,,,,,0.92,14.71,,,,,,0.0,,,2.0,,0.0,3.0,,,,,N,,,,2.0,,Y,,,,,,Whole Foods,,N,Y,,,,,1.0,1.0,,1.0,3.0,,,Y,,,,1.0,,Rainbow Trout
1520e167-2c82-8044-8444-e2ec053d418b,,tub,,,,0.0,,,,,,,,2.0,,,tbsp,0,,,3.0,,,5.0,,0.0,,Dairy,,,,,,,,,,,,,,,,,,,,,,,4.0,,,8.0,,0.0,2.0,,,,,Y,,,,1.0,,N,,,,,,Whole Foods,,Y,Y,,,,,,,,8.0,1.0,,,Y,,,,1.0,,Vegan Cream Cheese
1520e167-2c82-802b-8998-d6a5462086cb,,bottle,,,,0.0,,,,,,,,0.0,,,tbsp,0,,,0.0,,,0.0,,0.0,,Pantry,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,0.0,1.0,,,,,Y,,,,0.0,,Y,,,,,,Whole Foods,,Y,Y,,,,,,,,3.0,1.0,,,Y,,,,0.0,,Apple Cider Vinegar
14c0e167-2c82-8032-828b-fe75bdaac190,,jar,,,,0.0,,,,,,,,0.0,,,tbsp,0,,,0.0,,,0.0,,0.0,,Pantry,,,,,,,,,,,,,,,,,,,,,,,3.0,,,0.0,,1.0,2.0,,,,,Y,,,,0.0,,Y,,,,,,Whole Foods,,Y,Y,,,,,,,,1.0,1.0,,,Y,,,,0.0,,Salsa
14a0e167-2c82-8164-b010-f6be42711777,,box,,365WFM DBL ZIPPER GALLON,,0.0,,,,,,,,0.0,,,unit,0,,,0.0,,,0.0,,0.0,,Pantry,,,,,,,,,,,,,,,,,3.59,,,,,,0.0,,,0.0,,0.0,1.0,,,,,Y,,,,0.0,,N,,,,,,Whole Foods,,Y,Y,,,,,1.0,40.0,,0.0,0.0,,,N,,,,0.0,,Freezer Bags
1410e167-2c82-803c-af11-f698883ea6b2,,bottle,,LAPH SCOTCH 10 YR,,0.0,,,,,,,,0.0,,,oz,0,,,0.0,,,0.0,,0.0,,Alcohol,,,,,,,,,,,,,,,,,64.99,,,,,,0.0,,,0.0,,0.0,1.5,,,,,Y,,,,0.0,,Y,,,,,,Whole Foods,,Y,Y,,,,,,1.0,,1.0,0.0,,,Y,,,,0.0,,Laphroaig Whiskey
1410e167-2c82-8036-aafd-d40e5831f342,,bag,,365WFM OG MIX FNGLNG POT,,0.0,,,,,,,,0.0,Potatoes,,oz,0,oz,,0.0,,,0.0,,0.0,,Produce,,,,,,,,,,,,,,,,24.0,5.49,,,,,,1.0,,,0.0,,0.0,3.0,,,,,Y,,,,1.0,,N,,,,,,Whole Foods,,Y,Y,,,,,1.0,1.0,,7.0,3.0,, ,N,,,,0.0,,Fingerling Potatoes
13f0e167-2c82-8005-afc4-edce2b2f6549,,unit,,OG ACORN SQUASH,,9.0,,,,,,,,0.0,Pumpkin,,cup,0,lbs,,0.0,,,0.0,Unit,0.0,,Pantry,,,,,,,,,,,,,,,,0.87,1.29,,,,,,3.0,,,0.0,,1.0,1.0,,,,,Y,,,,1.0,,Y,,,,,,Whole Foods,,Y,Y,,,,,1.0,1.0,,1.0,2.0,, ,N,,,,0.0,,Acorn Squash
13e0e167-2c82-80fc-90d8-ddc938464dce,,bouquet,,Varies,,2.0,,,,,,,,0.0,,,cup,0,,,0.0,,,0.0,,0.0,,Flowers,,,,,,,,,,,,,,,,,25.0,,,,,,1.0,,,0.0,,0.0,1.0,,,,,Y,,,,0.0,,N,,,,,,Whole Foods,,Y,N,,,,,,1.0,,3.0,7.0,,bouquet,N,,,,0.0,,Flowers
13d0e167-2c82-8008-9d77-f9252bdfb0ef,,bunch,,OG GREEN KALE,,2.0,,,,,,,,0.0,Kale,,unit,0,,,0.0,,,0.0,,0.0,,Produce,,,,,,,,,,,,,,,,,2.29,,,,,,6.0,,,0.0,,0.0,1.0,,,,,Y,,,,2.0,,Y,,,,,,Whole Foods,,Y,Y,,,,,1.0,1.0,,3.0,3.0,, ,Y,,,,0.0,,Kale
13b0e167-2c82-8019-b4fa-e6a66c8b6904,,box,,,,4.0,,,,,,,,1.0,,,shells,0,,,2.0,,,2.0,,0.0,,Pantry,,,,,,,,,,,,,,,,,,,,,,,2.0,,,1.0,,0.0,2.0,,,,,N,,,,4.0,,N,,,,,,Whole Foods,,Y,Y,,,,,,,,2.0,1.0,,,N,,,,1.0,,Taco Shells
1380e167-2c82-8080-ada7-fa8b67210d1a,,bottle,,,,0.0,,,,,,,,0.0,,,oz,0,,,0.0,,,0.0,,0.0,,Alcohol,,,,,,,,,,,,,,,,,,,,,,,1.0,,,0.0,,1.0,1.5,,,,,N,,,,0.0,,N,,,,,,Whole Foods,,Y,Y,,,,,1.0,,,1.0,3.0,,,N,,,,0.0,,Kahlua
1380e167-2c82-805a-aab7-cd063b952538,,box,,NNECT LADY FINGERS,,0.0,,,,,,,,0.0,,,pieces,0,,,0.0,,,0.0,,9.0,,Cookies,,,,,,,,,,,,,,,,,3.19,,,,,,2.0,,,2.0,,8.0,2.0,,,,,N,,,,2.0,,N,,,,,,Whole Foods,,Y,N,,,,,1.0,1.0,,6.0,8.0,,,N,,,,0.0,,Italian Ladyfingers
1380e167-2c82-803e-9c65-f7489a4347ac,,container,,VERCH MASCARPONE,,0.0,,,,,,,,5.0,,,oz,0,oz,,8.0,,,4.0,,40.0,,Dairy,,,,,,,,,,,,,,,,1.0,7.491,,,,,,3.0,,,12.0,,2.0,1.0,,,,,N,,,,1.0,,N,,,,,,Whole Foods,,Y,Y,,,,,1.0,1.0,,120.0,15.0,,,Y,,,,0.0,,Mascarpone Cheese
1370e167-2c82-8020-a3c0-cda279199a5b,,bottle,,,,0.0,,,,,,,,0.0,Grapes,,oz,0,,,0.0,,,0.0,,0.0,,Alcohol,,,,,,,,,,,,,,,,,,,,,,,1.0,,,0.0,,2.0,5.0,,,,,Y,,,,0.0,,N,,,,,,West Loop Market,,Y,Y,,,,,,,,1.0,3.0,,,Y,,,,0.0,,Champagne
12e0e167-2c82-8096-a5a4-d868b056a87f,,package,,,,2.0,,,,,,,,2.0,Wheat,,cup,0,,,3.0,,,1.0,,9.0,,Pantry,,,,,,,,,,,,,,,,,,,,,,,6.0,,,3.0,,0.0,1.0,,,,,N,,,,1.0,,N,,,,,,Whole Foods,,Y,N,,,,,,,,3.0,9.0,,,N,,,,2.0,,Egg Noodles
12e0e167-2c82-80ee-8f83-e047aae0c763,,box,,,,0.0,,,,,,,,3.0,Chocolate,,pieces,0,,,1.0,,,2.0,,3.0,,Chocolate,,,,,,,,,,,,,,,,,,,,,,,1.0,,,3.0,,1.0,3.0,,,,,N,,,,2.0,,N,,,,,,Whole Foods,,Y,Y,,,,,1.0,,,2.0,2.0,,,N,,,,0.0,,Ferrero Rocher Chocolates
12c0e167-2c82-80ce-a181-dfca3d35801d,,package,,,,0.0,,,,,,,,0.0,,,oz,0,g,,0.0,,,0.0,Unit,0.0,,Pantry,,,,,,,,,,,,,,,,500.0,3.29,,,,,,23.0,,,0.1,,0.0,1.0,,,,,Y,,,,0.6,,N,,,,,,Joong Bo,,Y,N,,,,,1.0,18.0,,94.0,39.0,,,N,,,,0.0,,Spring Roll Wrap
12c0e167-2c82-80c8-8aa4-dfa3976b89c1,,package,,SPRING ROLL PASTRY,,0.0,,,,,,,,0.0,,,g,0,,,0.0,,,1.0,Unit,0.0,,Frozen Foods,,,,,,,,,,,,,,,,,,,,,,,1.0,,,0.0,,0.0,28.0,,,,,Y,,,,2.0,,N,,,,,,Joong Bo,,Y,N,,,,,1.0,,,8.0,1.0,,,N,,,,0.0,,Spring Roll Pastry
1290e167-2c82-8063-afb6-db17657dfa66,,bag,,,,0.0,,,,,,,,0.0,Rice,,cup,0,,,0.0,,,0.0,Unit,0.0,,Pantry,,,,,,,,,,,,,,,,,,,,,,,4.0,,,0.0,,0.0,0.25,,,,,Y,,,,5.0,,N,,,,,,Whole Foods,,Y,Y,,,,,1.0,,,1.0,0.0,,,N,,,,0.0,,Short-Grain Rice / Sushi Rice
1290e167-2c82-802f-9943-c913162a8c87,,jar,,,,0.0,,,,,,,,0.0,Coriander,,tsp,0,,,0.0,,,0.0,Unit,0.0,,Spices,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,0.0,1.0,,,,,Y,,,,0.0,,Y,,,,,,Whole Foods,,Y,Y,,,,,1.0,,,2.0,1.0,,jar,Y,,,,0.0,,Ground Coriander
1280e167-2c82-804e-9e62-faa77704baed,,bottle,,CHRSTN BRTHS BRNDY,,0.0,,,,750.0,,,,0.0,Grapes,,oz,0,,,0.0,,,0.0,Unit,0.0,,Alcohol,,,,,,,,,,,,,,,,,13.99,,,,,,0.0,,mL,0.0,,0.0,1.5,,,,,Y,,,,0.0,,Y,,,,,,Whole Foods,,Y,N,,,,,1.0,1.0,,1.0,0.0,,,Y,,,,0.0,,Brandy
1280e167-2c82-80c5-a9be-fd941959a9a8,,apple,,OG GRANNY SMITH APPLE,,4.0,,,,,,,,0.0,Apple,,unit,0,,,0.0,,,0.0,Unit,0.0,,Produce,,,,,,,,,,,,,,,,0.41,0.82,,,,,,2.0,,,0.0,,1.0,1.0,,,,,Y,,,,0.0,,Y,,,,,,Whole Foods,,Y,Y,,,,,1.0,1.0,,5.0,2.0,, ,N,,,,0.0,,Green Apple
1280e167-2c82-8056-a76e-c97697776302,,orange,,OG NAVEL ORANGE,,2.0,,,,,,,,0.0,Orange,,unit,0,lbs,,0.0,,,0.0,Unit,0.0,,Produce,,,,,,,,,,,,,,,,0.71,1.77,,,,,,1.0,,,0.0,,8.0,1.0,,,,,Y,,,,0.0,,Y,,,,,,Whole Foods,,Y,Y,,,,,1.0,1.0,,6.0,1.0,, ,N,,,,0.0,,Oranges
1280e167-2c82-80b4-aad5-e6b95f69894e,,piece,,OG JICAMA,,6.0,,,,,,,,0.0,Jicama,,unit,0,lbs,,0.0,,,0.0,Unit,0.0,,Produce,,,,,,,,,,,,,,,,1.18,2.35,,,,,,1.0,,,0.0,,2.0,1.0,,,,,Y,,,,0.0,,Y,,,,,,Whole Foods,,Y,Y,,,,,1.0,1.0,,4.0,4.0,,,Y,,,,0.0,,Jicama
1280e167-2c82-80ce-96a4-e7f7c7f10e7a,,piece,,MCDWL PORK LOIN CHOP BI,,0.0,,,,,,,,3.0,,,g,0,lbs,,3.0,,,4.0,Unit,7.0,,Meat,,,,,,,,,,,,,,,,0.37,3.14,,,,,,0.0,,,7.0,,0.0,100.0,,,,,N,,,,2.0,,Y,,,,,,Whole Foods,,N,Y,,,,,1.0,1.0,,2.0,5.0,,,Y,,,,1.0,,Pork Loin
1280e167-2c82-8049-affa-ed360ae2eb3c,,can,,,,2.0,,,,,,,,0.0,Straw Mushroom,,g,0,,,0.0,,,0.0,Unit,0.0,,Unknown,,,,,,,,,,,,,,,,,,,,,,,3.0,,,0.0,,1.0,100.0,,,,,Y,,,,2.0,,N,,,,,,Joong Bo,,Y,Y,,,,,1.0,,,3.0,1.0,,,Y,,,,0.0,,Straw Mushrooms (Canned)
1280e167-2c82-8024-adc2-ccd205d5e4cd,,bottle,,,,0.0,,,,,,,,0.0,,,tbsp,0,oz,,0.0,5.0,,0.0,Unit,0.0,,Pantry,,,,,,,,,,,g / tsp,,,,,18.0,4.45,,,,,,0.0,,,0.0,,0.0,1.0,,,,,Y,,,,0.0,,Y,,,,,,Joong Bo,,Y,Y,,,,,1.0,1.0,,0.0,75.0,,,Y,,,,0.0,,Chili Garlic Sauce
1260e167-2c82-80f6-ba49-eb38effb8937,,can,,365WFM WHL PLD TOMATOES,,4.0,,,,,,,,0.0,Tomatoes,,oz,0,oz,,0.0,,,0.0,Unit,0.0,,Canned Food,,,,,,,,,,,,,,,,28.0,2.29,,,,,,1.0,,,0.0,,3.0,7.0,,,,,Y,,,,3.0,,Y,,,,,,Whole Foods,,Y,Y,,,,,1.0,1.0,,4.0,2.0,,,Y,,,,0.0,,Canned Plum Tomatoes
376065ed-5d92-439c-a487-a24cf5db5603,,container,,OVF OG RICOTTA,,0.0,,,,,,,,2.0,,,oz,0,oz,,9.0,250.0,,4.0,Unit,6.0,,Dairy,,,,,,,,,,,g / cup,,,,,15.0,8.99,,,,,,4.0,,,1.0,,1.0,4.0,,,,,N,,,,1.0,,N,,,,,,Whole Foods,,Y,Y,,,,,1.0,1.0,,1.0,1.0,,,N,,,,0.0,,Ricotta Cheese
1200e167-2c82-80b4-9f42-eef8aee0a78d,,package,,GUANCIALE SALUMIFICIO SAN CARLO,,0.0,,,,,,,,4.0,,,g,0,lbs,,3.0,,,2.0,Unit,7.0,,Deli,,,,,,,,,,,,,,,,0.38,11.78,,,,,,0.0,,,6.0,,0.0,100.0,,,,,N,,,,1.0,,Y,,,,,,Eataly,,N,Y,,,,,1.0,1.0,,6.0,8.0,,,Y,,,,2.0,,Guanciale
11d0e167-2c82-8041-95b1-dfd6f64ba5da,,bottle,,,,0.0,,,,,,,,0.0,,,pump,0,,,0.0,,,0.0,Unit,0.0,,Cleaning Supplies,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,0.0,1.0,,,,,Y,,,,0.0,,N,,,,,,Whole Foods,,Y,Y,,,,,1.0,,,0.0,0.0,,bottle,N,,,,0.0,,Hand Soap
1120e167-2c82-80f6-8cf2-ed2cdaaab7e2,,bag,,,,2.0,,,,,,,,0.0,Rice,,cup,0,,,0.0,,,0.0,Unit,0.0,,Pantry,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,0.0,1.0,,,,,Y,,,,1.0,,N,,,,,,Whole Foods,,Y,Y,,,,,1.0,,,6.0,5.0,,,N,,,,0.0,,Long-Grain Rice
10d0e167-2c82-80c9-95dd-c0ac2615b86f,,bottle,,,,0.0,,,,,,,,0.0,Soy,,tbsp,0,,,0.0,,,0.0,Unit,0.0,,Pantry,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,0.0,1.0,,,,,Y,,,,0.0,,N,,,,,,Whole Foods,,Y,N,,,,,1.0,,,8.0,8.0,,,Y,,,,0.0,,Soy Sauce
10c0e167-2c82-8004-8c65-eb697faba718,,jar,,,,0.0,,,,,,,,0.0,,,unit,0,,,0.0,,,0.0,Unit,0.0,,Spices,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,0.0,1.0,,,,,Y,,,,0.0,,Y,,,,,,Whole Foods,,Y,Y,,,,,1.0,,,3.0,8.0,,jar,Y,,,,0.0,,Star Anise
10c0e167-2c82-8078-92ed-ce57fb806793,,bottle,,,,0.0,,,,,,,,0.0,,,tbsp,0,,,0.0,,,0.0,Unit,0.0,,Pantry,,,,,,,,,,,,,,,,,,,,,,,3.0,,,0.0,,2.0,1.0,,,,,Y,,,,0.0,,Y,,,,,,Joong Bo,,Y,Y,,,,,1.0,,,2.0,6.0,,,N,,,,0.0,,Tamarind Paste
10c0e167-2c82-80dd-b754-fb9a425382d4,,pound,,RED POTATOES [LB],,9.0,,,,,,,,0.0,Potatoes,,lb,0,lbs,,0.0,,,0.0,Unit,0.0,,Produce,,,,,,,,,,,,,,,,0.82,1.06,,,,,,7.0,,,0.0,,4.0,1.0,,,,,Y,,,,6.0,,N,,,,,,Whole Foods,,Y,Y,,,,,1.0,3.0,,3.0,2.0,, ,N,,,,0.0,,Red Potatoes
10a0e167-2c82-801e-9e11-e7f72e9454bf,,bottle,,OHALO OG VGN FISH SAUCE,,1.0,,,,10.0,,,,0.0,,,ml,0,,,0.0,,,0.0,Unit,0.0,,Pantry,,,,,,,,,,,,,,,,,4.79,,,,,,3.0,,fl oz,0.0,,0.0,15.0,,,,,Y,,,,0.0,,Y,,,,,,Whole Foods,,Y,Y,,,,,1.0,1.0,,5.0,430.0,,,Y,,,,0.0,,Vegan Fish Sauce
10a0e167-2c82-801b-87d3-ea7a49aa5b70,,bottle,,,,0.0,,,,,,,,0.0,,,tbsp,0,,,0.0,,,0.0,Unit,0.0,,Pantry,,,,,,,,,,,,,,,,,,,,,,,4.0,,,0.0,,4.0,1.0,,,,,Y,,,,0.0,,N,,,,,,Whole Foods,,Y,N,,,,,1.0,,,2.0,4.0,,,N,,,,0.0,,Vegan Oyster Sauce
1090e167-2c82-80f8-ab64-e4f8a1157c93,,box,,,,1.0,,,,,,,,0.0,Chives,,unit,0,,,0.0,,,0.0,Unit,0.0,,Spices,,,,,,,,,,,,,,,,,,,,,,,1.0,,,0.0,,0.0,1.0,,,,,Y,,,,0.0,,Y,,,,,,Whole Foods,,Y,Y,,,,,1.0,,,3.0,3.0,,box,Y,,,,0.0,,Dried Chives
488e9cb3-040a-4878-aee2-67166d529019,,jar,,,,0.0,,,,,,,,0.0,Allspice,,tsp,0,,,0.0,,,0.0,Unit,0.0,,Spices,,,,,,,,,,,,,,,,,,,,,,,1.0,,,0.0,,0.0,1.0,,,,,Y,,,,0.0,,Y,,,,,,Whole Foods,,Y,Y,,,,,1.0,,,6.0,2.0,,jar,Y,,,,0.0,,Allspice
1080e167-2c82-80d7-8dde-ca863dd890a6,,bag,,HPPOGOG FRENCH BEAN,,2.0,,,,,,,,0.0,Green Beans,,oz,0,,,0.0,,,0.0,Unit,0.0,,Produce,,,,,,,,,,,,,,,,,4.79,,,,,,6.0,,,0.0,,1.0,4.0,,,,,Y,,,,2.0,,Y,,,,,,Whole Foods,,Y,Y,,,,,1.0,1.0,,3.0,1.0,,,Y,,,,0.0,,French Green Beans
1070e167-2c82-8024-9c07-d1e80eb58b61,,bunch,,OG GOLDEN BEET BUNCH,,2.0,,,,,,,,0.0,Beetroot,,unit,0,,,0.0,,,0.0,Unit,0.0,,Produce,,,,,,,,,,,,,,,,,2.99,,,,,,1.0,,,0.0,,6.0,1.0,,,,,Y,,,,1.0,,Y,,,,,,Whole Foods,,Y,Y,,,,,1.0,3.0,,5.0,6.0,, ,N,,,,0.0,,Golden Beets
1070e167-2c82-809d-be41-cc1de5c44024,,package,,,,2.0,,,,,,,,3.0,"Carrots, Celery",,cup,0,,,0.0,,,0.0,Unit,0.0,,Produce,,,,,,,,,,,,,,,,,,,,,,,9.0,,,0.0,,2.0,1.0,,,,,Y,,,,1.0,,Y,,,,,,Whole Foods,,Y,Y,,,,,1.0,,,2.0,4.0,,package,Y,,,,0.0,,Crudites
1070e167-2c82-80b9-bca6-fd9fdf1462c4,,donut,,,,0.0,,,,,,,,5.0,,,donut,0,,,5.0,,,4.0,Unit,0.0,,Bakery,,,,,,,,,,,,,,,,,,,,,,,2.0,,,1.0,,5.0,1.0,,,,,N,,,,3.0,,N,,,,,,Whole Foods,,Y,N,,,,,1.0,,,2.0,3.0,,,N,,,,0.0,,Donuts
1070e167-2c82-80b7-81cd-e67b7af3d65d,,bag,,,,8.0,,,,,,,,4.0,,,oz,0,,,0.0,,,1.0,Unit,0.0,,Pantry,,,,,,,,,,,,,,,,,,,,,,,7.0,,,1.0,,2.0,4.0,,,,,Y,,,,5.0,,N,,,,,,Whole Foods,,Y,Y,,,,,1.0,,,4.0,8.0,,,N,,,,8.0,,Lentil Chips
1070e167-2c82-8037-a53e-d3cbb33fe994,,container,,,,1.0,,,,,,,,3.0,,,cup,0,,,0.0,,,5.0,Unit,0.0,,Dairy,,,,,,,,,,,,,,,,,,,,,,,1.0,,,8.0,,1.0,1.0,,,,,Y,,,,6.0,,N,,,,,,Whole Foods,,Y,Y,,,,,1.0,,,1.0,8.0,,,Y,,,,2.0,,Vegan Yogurt
1030e167-2c82-8061-9f1c-c44be2fd604d,,package,,,,1.0,,,,,,,,0.0,Wheat,,oz,0,,,0.0,,,0.0,Unit,0.0,,Pantry,,,,,,,,,,,,,,,,,,,,,,,4.0,,,0.0,,0.0,2.0,,,,,Y,,,,1.0,,N,,,,,,Unknown,,Y,N,,,,,1.0,,,2.0,4.0,,,N,,,,0.0,,Vermicelli Noodles
1010e167-2c82-803f-b69b-df65206246a7,,bottle,,,,0.0,,,,375.0,,,,0.0,Grapes,,oz,0,,,0.0,,,0.0,Unit,0.0,,Alcohol,,,,,,,,,,,,,,,,,32.0,,,,,,0.0,,mL,0.0,,0.0,1.5,,,,,Y,,,,0.0,,N,,,,,,Whole Foods,,Y,Y,,,,,1.0,1.0,,9.0,0.0,,,Y,,,,0.0,,Cognac
0ff0e167-2c82-80a8-83ba-f32e68632193,,bottle,,,,0.0,,,,,,,,0.0,,,fl,0,,,0.0,,,0.0,Unit,0.0,,Pantry,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,0.0,12.0,,,,,Y,,,,0.0,,Y,,,,,,West Loop Market,,Y,Y,,,,,1.0,,,0.0,9.0,,,Y,,,,0.0,,Club Soda
1f86fcf8-1cb7-40bc-b7d4-c7e263d3d92f,,jar,,CHEFZITO/WHITE PEPPER 3OZ,,0.0,,,,,,,,0.0,Peppercorn,,tsp,0,oz,,0.0,,,0.0,Unit,0.0,,Spices,,,,,,,,,,,,,,,,3.0,3.79,,,,,,1.0,,,0.0,,0.0,1.0,,,,,Y,,,,0.0,,Y,,,,,,Whole Foods,,Y,Y,,,,,1.0,1.0,,6.0,2.0,,jar,Y,,,,0.0,,White Pepper
fab17ddc-134c-49ec-b9f1-ad57f804277c,,bottle,,BACARDI RUM,,0.0,,,,750.0,,,,0.0,Sugarcane,,fl,0,,,0.0,,,0.0,Unit,0.0,,Alcohol,,,,,,,,,,,,,,,,,14.99,,,,,,0.0,,mL,0.0,,0.0,1.5,,,,,Y,,,,0.0,,Y,,,,,,Whole Foods,,Y,Y,,,,,1.0,1.0,,9.0,0.0,,,Y,,,,0.0,,White Rum
cfac7e61-3050-4d96-b89d-61cec8ba32b1,,bag,,SWEET BROWN RICE,,2.0,,,,,,,,0.0,Rice,,cup,0,lbs,,0.0,,,0.0,Unit,0.0,,Pantry,,,,,,,,,,,,,,,,4.0,10.99,,,,,,1.0,,,1.0,,0.0,1.0,,,,,Y,,,,1.0,,N,,,,,,Joong Bo,,Y,Y,,,,,1.0,1.0,,6.0,6.0,,,N,,,,0.0,,Sticky Rice
4c5537c6-029a-4d25-ac5c-30659dc3cee2,,box,,TPGS ENG BRKFST TEA,,0.0,,,,,,,,0.0,,,tea,0,,,0.0,,,0.0,Unit,0.0,,Pantry,,,,,,,,,,,,,,,,,8.69,,,,,,0.0,,,0.0,,0.0,1.0,,,,,Y,,,,0.0,,Y,,,,,,Whole Foods,,Y,Y,,,,,1.0,15.0,,0.0,0.0,,,Y,,,,0.0,,English Breakfast Tea
05d09da0-7beb-4f93-9c4d-8b84d3585431,,can,,BAMBOO SHOOTS SLICED 8oz,,2.0,,,,,,,,0.0,Bamboo,,g,0,oz,,0.0,150.0,,0.0,Unit,0.0,,Canned Food,,,,,,,,,,,g / cup,,,,,8.0,1.79,,,,,,4.0,,,0.5,,2.0,130.0,,,,,Y,,,,2.0,,Y,,,,,,Joong Bo,,Y,Y,,,,,1.0,1.0,,30.0,10.0,,,Y,,,,0.0,,Bamboo Shoots
a6f7bf30-fc50-429f-8484-d8452ec9ec3a,,jar,,,,0.0,,,,,,,,0.0,,,tsp,0,,,0.0,,,0.0,Unit,0.0,,Spices,,,,,,,,,,,,,,,,,,,,,,,1.0,,,0.0,,0.0,1.0,,,,,Y,,,,0.0,,Y,,,,,,Whole Foods,,Y,Y,,,,,1.0,,,5.0,1.0,,jar,Y,,,,0.0,,Coriander Seeds
4c816126-5c67-4981-8e0a-208d05f1fa76,,root,,TURMERIC ROOT,,8.0,,,,,,,,0.0,,,g,0,lbs,,0.0,,,0.0,Unit,0.0,,Produce,,,,,,,,,,,,,,,,0.02,0.16,,,,,,1.0,,,0.0,,0.0,50.0,,,,,Y,,,,0.0,,Y,,,,,,Whole Foods,,Y,Y,,,,,1.0,1.0,,1.0,2.0,,,Y,,,,0.0,,Fresh Turmeric
